"chromosomeI"	"fragmentI"	"chromosomeJ"	"fragmentJ"	"pvalue"
"chr18"	7150000	"chr18"	7350000	0.687430203496249
"chr18"	7150000	"chr18"	7400000	0.636820888389373
"chr18"	7150000	"chr18"	7450000	0.512533462012242
"chr18"	7150000	"chr18"	7500000	0.250164290746946
"chr18"	7150000	"chr18"	7550000	0.236183313646579
"chr18"	7150000	"chr18"	7600000	0.21891896008536
"chr18"	7150000	"chr18"	7650000	0.443048810773583
"chr18"	7150000	"chr18"	7700000	0.261901257646423
"chr18"	7150000	"chr18"	7750000	0.88848969113082
"chr18"	7200000	"chr18"	7250000	0.748638457509251
"chr18"	7200000	"chr18"	7300000	0.863136200908298
"chr18"	7200000	"chr18"	7350000	0.872439572677605
"chr18"	7200000	"chr18"	7400000	0.680152070858819
"chr18"	7200000	"chr18"	7450000	0.405295515186567
"chr18"	7200000	"chr18"	7500000	0.351878777336094
"chr18"	7200000	"chr18"	7550000	0.222156428585455
"chr18"	7200000	"chr18"	7600000	0.236858241788695
"chr18"	7200000	"chr18"	7650000	0.024137642317466
"chr18"	7200000	"chr18"	7700000	0.379332489728428
"chr18"	7200000	"chr18"	7750000	0.11715363864371
"chr18"	7200000	"chr18"	7800000	0.141910459533278
"chr18"	7250000	"chr18"	7300000	0.744980067822963
"chr18"	7250000	"chr18"	7350000	0.942537954711436
"chr18"	7250000	"chr18"	7400000	0.653161984736363
"chr18"	7250000	"chr18"	7450000	0.391593338807113
"chr18"	7250000	"chr18"	7500000	0.146360421916123
"chr18"	7250000	"chr18"	7550000	0.196827788304359
"chr18"	7250000	"chr18"	7600000	0.274435501679904
"chr18"	7250000	"chr18"	7650000	0.254402325011149
"chr18"	7250000	"chr18"	7700000	0.0337263528190881
"chr18"	7250000	"chr18"	7750000	0.330096522350122
"chr18"	7250000	"chr18"	7800000	0.192813711658908
"chr18"	7250000	"chr18"	7850000	0.166402076451343
"chr18"	7300000	"chr18"	7350000	0.788224531992059
"chr18"	7300000	"chr18"	7400000	0.761766822593097
"chr18"	7300000	"chr18"	7450000	0.281412972300606
"chr18"	7300000	"chr18"	7500000	0.38867548147053
"chr18"	7300000	"chr18"	7550000	0.500264399426518
"chr18"	7300000	"chr18"	7600000	0.667771959013008
"chr18"	7300000	"chr18"	7650000	0.321043979979612
"chr18"	7300000	"chr18"	7700000	0.497690632848825
"chr18"	7300000	"chr18"	7750000	0.14616154807999
"chr18"	7300000	"chr18"	7800000	0.178341984857244
"chr18"	7300000	"chr18"	7850000	0.552772588265807
"chr18"	7300000	"chr18"	7900000	0.202243426307722
"chr18"	7350000	"chr18"	7400000	0.714190629538464
"chr18"	7350000	"chr18"	7450000	0.774682263058841
"chr18"	7350000	"chr18"	7500000	0.558759523985969
"chr18"	7350000	"chr18"	7550000	0.597941160702636
"chr18"	7350000	"chr18"	7600000	0.76298694045091
"chr18"	7350000	"chr18"	7650000	0.585519872629108
"chr18"	7350000	"chr18"	7700000	0.594861139575732
"chr18"	7350000	"chr18"	7750000	0.266683226797591
"chr18"	7350000	"chr18"	7800000	0.469737608720044
"chr18"	7350000	"chr18"	7850000	0.669340068048103
"chr18"	7350000	"chr18"	7900000	0.363368824556315
"chr18"	7350000	"chr18"	7950000	0.254118613195079
"chr18"	7400000	"chr18"	7450000	0.243290891246769
"chr18"	7400000	"chr18"	7500000	0.433591088926874
"chr18"	7400000	"chr18"	7550000	0.547747938057516
"chr18"	7400000	"chr18"	7600000	0.581636179907088
"chr18"	7400000	"chr18"	7650000	0.627498046362232
"chr18"	7400000	"chr18"	7700000	0.466908388932495
"chr18"	7400000	"chr18"	7750000	0.279799331836364
"chr18"	7400000	"chr18"	7800000	0.25178776084486
"chr18"	7400000	"chr18"	7850000	0.485601237738551
"chr18"	7400000	"chr18"	7900000	0.36408270510418
"chr18"	7400000	"chr18"	7950000	0.29123678038603
"chr18"	7400000	"chr18"	8000000	0.587781049311967
"chr18"	7450000	"chr18"	7500000	0.376948052823979
"chr18"	7450000	"chr18"	7550000	0.668156302079395
"chr18"	7450000	"chr18"	7600000	0.879109960974402
"chr18"	7450000	"chr18"	7650000	0.544918881584596
"chr18"	7450000	"chr18"	7700000	0.340747476959027
"chr18"	7450000	"chr18"	7750000	0.163029593729535
"chr18"	7450000	"chr18"	7800000	0.2232992900321
"chr18"	7450000	"chr18"	7850000	0.180972731825477
"chr18"	7450000	"chr18"	7900000	0.220639399379653
"chr18"	7450000	"chr18"	7950000	0.230689296637931
"chr18"	7450000	"chr18"	8000000	0.106858239199014
"chr18"	7450000	"chr18"	8050000	0.119257281001314
"chr18"	7500000	"chr18"	7550000	0.540969137786549
"chr18"	7500000	"chr18"	7600000	0.530125492205242
"chr18"	7500000	"chr18"	7650000	0.472463409103504
"chr18"	7500000	"chr18"	7700000	0.0937282623373272
"chr18"	7500000	"chr18"	7750000	0.188272862205164
"chr18"	7500000	"chr18"	7800000	0.220965596397271
"chr18"	7500000	"chr18"	7850000	0.231346976048965
"chr18"	7500000	"chr18"	7900000	0.251171093981824
"chr18"	7500000	"chr18"	7950000	0.0859485361909055
"chr18"	7500000	"chr18"	8000000	0.0660643329371338
"chr18"	7500000	"chr18"	8050000	0.174289699769827
"chr18"	7500000	"chr18"	8100000	0.0834122782964335
"chr18"	7550000	"chr18"	7600000	0.241846366504015
"chr18"	7550000	"chr18"	7650000	0.373268751417609
"chr18"	7550000	"chr18"	7700000	0.191219025810953
"chr18"	7550000	"chr18"	7750000	0.0619708494381459
"chr18"	7550000	"chr18"	7800000	0.300654096399058
"chr18"	7550000	"chr18"	7850000	0.0556064668540621
"chr18"	7550000	"chr18"	7900000	0.0179510942172367
"chr18"	7550000	"chr18"	7950000	0.0997764868813422
"chr18"	7550000	"chr18"	8000000	0.00585070133976993
"chr18"	7550000	"chr18"	8050000	0.0604614517392317
"chr18"	7550000	"chr18"	8100000	0.00858565022761857
"chr18"	7550000	"chr18"	8150000	0.00508397970664368
"chr18"	7600000	"chr18"	7650000	0.402616211617533
"chr18"	7600000	"chr18"	7700000	0.389941294781393
"chr18"	7600000	"chr18"	7750000	0.182966633270788
"chr18"	7600000	"chr18"	7800000	0.460788206301686
"chr18"	7600000	"chr18"	7850000	0.28749830673451
"chr18"	7600000	"chr18"	7900000	0.0560178745794737
"chr18"	7600000	"chr18"	7950000	0.181838850596441
"chr18"	7600000	"chr18"	8000000	0.0253208786671442
"chr18"	7600000	"chr18"	8050000	0.0714698406671675
"chr18"	7600000	"chr18"	8100000	0.0551965811539778
"chr18"	7600000	"chr18"	8150000	0.127707860174173
"chr18"	7600000	"chr18"	8200000	0.00101061596027574
"chr18"	7650000	"chr18"	7700000	0.66931353587823
"chr18"	7650000	"chr18"	7750000	0.533319718487229
"chr18"	7650000	"chr18"	7800000	0.778108786435369
"chr18"	7650000	"chr18"	7850000	0.475686533403518
"chr18"	7650000	"chr18"	7900000	0.307115852030166
"chr18"	7650000	"chr18"	7950000	0.328816544904545
"chr18"	7650000	"chr18"	8000000	0.103718828513139
"chr18"	7650000	"chr18"	8050000	0.309108430794791
"chr18"	7650000	"chr18"	8100000	0.079415450887986
"chr18"	7650000	"chr18"	8150000	0.063226816731683
"chr18"	7650000	"chr18"	8200000	0.0546425165382633
"chr18"	7650000	"chr18"	8250000	0.090011283007677
"chr18"	7700000	"chr18"	7750000	0.297038604010889
"chr18"	7700000	"chr18"	7800000	0.533532888005971
"chr18"	7700000	"chr18"	7850000	0.596597879012934
"chr18"	7700000	"chr18"	7900000	0.377959651229373
"chr18"	7700000	"chr18"	7950000	0.448071385294345
"chr18"	7700000	"chr18"	8000000	0.357765214430066
"chr18"	7700000	"chr18"	8050000	0.249220546356991
"chr18"	7700000	"chr18"	8100000	0.348283648558258
"chr18"	7700000	"chr18"	8150000	0.168923589869293
"chr18"	7700000	"chr18"	8200000	0.1631944671161
"chr18"	7700000	"chr18"	8250000	0.258430202720394
"chr18"	7700000	"chr18"	8300000	0.0130770778580267
"chr18"	7750000	"chr18"	7800000	0.333621929666379
"chr18"	7750000	"chr18"	7850000	0.645186943666863
"chr18"	7750000	"chr18"	7900000	0.288264606367477
"chr18"	7750000	"chr18"	7950000	0.16792770393389
"chr18"	7750000	"chr18"	8000000	0.0712080140050848
"chr18"	7750000	"chr18"	8050000	0.0928290616368098
"chr18"	7750000	"chr18"	8100000	0.0863955096018311
"chr18"	7750000	"chr18"	8150000	0.0650398303922217
"chr18"	7750000	"chr18"	8200000	0.0288611263282934
"chr18"	7750000	"chr18"	8250000	0.0396681823410791
"chr18"	7750000	"chr18"	8300000	0.011497419335738
"chr18"	7750000	"chr18"	8350000	0.00363865317838398
"chr18"	7800000	"chr18"	7850000	0.19936614254795
"chr18"	7800000	"chr18"	7900000	0.307641849658405
"chr18"	7800000	"chr18"	7950000	0.192845472698343
"chr18"	7800000	"chr18"	8000000	0.329814876723537
"chr18"	7800000	"chr18"	8050000	0.150785514275232
"chr18"	7800000	"chr18"	8100000	0.254429337471787
"chr18"	7800000	"chr18"	8150000	0.1734187517153
"chr18"	7800000	"chr18"	8200000	0.0453105680435239
"chr18"	7800000	"chr18"	8250000	0.0771578524593464
"chr18"	7800000	"chr18"	8300000	0.0139851843779271
"chr18"	7800000	"chr18"	8350000	0.00557158648154105
"chr18"	7800000	"chr18"	8400000	0.00397697681525279
"chr18"	7850000	"chr18"	7900000	0.419130212767898
"chr18"	7850000	"chr18"	7950000	0.527539426311645
"chr18"	7850000	"chr18"	8000000	0.254370238830602
"chr18"	7850000	"chr18"	8050000	0.143208187124072
"chr18"	7850000	"chr18"	8100000	0.232778385930125
"chr18"	7850000	"chr18"	8150000	0.10543373695709
"chr18"	7850000	"chr18"	8200000	0.098114281367466
"chr18"	7850000	"chr18"	8250000	0.0383480636521106
"chr18"	7850000	"chr18"	8300000	0.0252596815307396
"chr18"	7850000	"chr18"	8350000	0.0027939648173673
"chr18"	7850000	"chr18"	8400000	0.0146706196871012
"chr18"	7850000	"chr18"	8450000	0.00293515616105476
"chr18"	7900000	"chr18"	7950000	0.494062907209451
"chr18"	7900000	"chr18"	8000000	0.361738591934157
"chr18"	7900000	"chr18"	8050000	0.226056815365298
"chr18"	7900000	"chr18"	8100000	0.0527834951764573
"chr18"	7900000	"chr18"	8150000	0.119503899793742
"chr18"	7900000	"chr18"	8200000	0.0437598247400738
"chr18"	7900000	"chr18"	8250000	0.109408610672183
"chr18"	7900000	"chr18"	8300000	0.0278902115134219
"chr18"	7900000	"chr18"	8350000	0.00260087612405987
"chr18"	7900000	"chr18"	8400000	0.0217282732718114
"chr18"	7900000	"chr18"	8450000	0.0324547534496974
"chr18"	7900000	"chr18"	8500000	0.249253213509806
"chr18"	7950000	"chr18"	8000000	0.454946482988802
"chr18"	7950000	"chr18"	8050000	0.602994237255558
"chr18"	7950000	"chr18"	8100000	0.296470819019574
"chr18"	7950000	"chr18"	8150000	0.288041557004332
"chr18"	7950000	"chr18"	8200000	0.0660075251559418
"chr18"	7950000	"chr18"	8250000	0.153246855734392
"chr18"	7950000	"chr18"	8300000	0.0442912466573875
"chr18"	7950000	"chr18"	8350000	0.00334516484988318
"chr18"	7950000	"chr18"	8400000	0.0390596543150045
"chr18"	7950000	"chr18"	8450000	0.0168958855132418
"chr18"	7950000	"chr18"	8500000	0.154838763421054
"chr18"	7950000	"chr18"	8550000	0.101552582088335
"chr18"	8000000	"chr18"	8050000	0.284174782029834
"chr18"	8000000	"chr18"	8100000	0.347259486301208
"chr18"	8000000	"chr18"	8150000	0.302430647152476
"chr18"	8000000	"chr18"	8200000	0.31673735576846
"chr18"	8000000	"chr18"	8250000	0.137246392005065
"chr18"	8000000	"chr18"	8300000	0.061529115895207
"chr18"	8000000	"chr18"	8350000	0.0274786188089082
"chr18"	8000000	"chr18"	8400000	0.0267407721023226
"chr18"	8000000	"chr18"	8450000	0.00707448473393469
"chr18"	8000000	"chr18"	8500000	0.288675780030077
"chr18"	8000000	"chr18"	8550000	0.0905113887385234
"chr18"	8000000	"chr18"	8600000	0.324394561019569
"chr18"	8050000	"chr18"	8100000	0.342796468713923
"chr18"	8050000	"chr18"	8150000	0.364122808518366
"chr18"	8050000	"chr18"	8200000	0.322079508324147
"chr18"	8050000	"chr18"	8250000	0.28968987404311
"chr18"	8050000	"chr18"	8300000	0.0397744822643906
"chr18"	8050000	"chr18"	8350000	0.00689127893274652
"chr18"	8050000	"chr18"	8400000	0.403999261158205
"chr18"	8050000	"chr18"	8450000	0.0844924732082102
"chr18"	8050000	"chr18"	8500000	0.218459188234907
"chr18"	8050000	"chr18"	8550000	0.120640583179873
"chr18"	8050000	"chr18"	8600000	0.752332061032843
"chr18"	8050000	"chr18"	8650000	0.198484471290001
"chr18"	8100000	"chr18"	8150000	0.191556294441511
"chr18"	8100000	"chr18"	8200000	0.337767375576064
"chr18"	8100000	"chr18"	8250000	0.156756229388214
"chr18"	8100000	"chr18"	8300000	0.0755877651763014
"chr18"	8100000	"chr18"	8350000	0.0102476659502405
"chr18"	8100000	"chr18"	8400000	0.244976252187492
"chr18"	8100000	"chr18"	8450000	0.122270112201267
"chr18"	8100000	"chr18"	8500000	0.384252283045347
"chr18"	8100000	"chr18"	8550000	0.384439014485095
"chr18"	8100000	"chr18"	8600000	0.259695045273809
"chr18"	8100000	"chr18"	8650000	0.626816517305931
"chr18"	8100000	"chr18"	8700000	0.893286255686791
"chr18"	8150000	"chr18"	8200000	0.311961826522193
"chr18"	8150000	"chr18"	8250000	0.358533258621273
"chr18"	8150000	"chr18"	8300000	0.184256348367295
"chr18"	8150000	"chr18"	8350000	0.259310908137585
"chr18"	8150000	"chr18"	8400000	0.210663108176473
"chr18"	8150000	"chr18"	8450000	0.207343090575027
"chr18"	8150000	"chr18"	8500000	0.33126552234938
"chr18"	8150000	"chr18"	8550000	0.436875293098667
"chr18"	8150000	"chr18"	8600000	0.740276467131986
"chr18"	8150000	"chr18"	8650000	0.695566380860765
"chr18"	8150000	"chr18"	8700000	0.840174507929702
"chr18"	8150000	"chr18"	8750000	0.772046019031805
"chr18"	8200000	"chr18"	8250000	0.143539733341737
"chr18"	8200000	"chr18"	8300000	0.152440222984878
"chr18"	8200000	"chr18"	8350000	0.0563690584148351
"chr18"	8200000	"chr18"	8400000	0.204706054965518
"chr18"	8200000	"chr18"	8450000	0.148021685277691
"chr18"	8200000	"chr18"	8500000	0.36073747886722
"chr18"	8200000	"chr18"	8550000	0.398212490625183
"chr18"	8200000	"chr18"	8600000	0.298452530232896
"chr18"	8200000	"chr18"	8650000	0.593431608876226
"chr18"	8200000	"chr18"	8700000	0.498029527294527
"chr18"	8200000	"chr18"	8750000	0.658112838633606
"chr18"	8200000	"chr18"	8800000	0.722212081245913
"chr18"	8250000	"chr18"	8300000	0.271413163791672
"chr18"	8250000	"chr18"	8350000	0.205091556917045
"chr18"	8250000	"chr18"	8400000	0.718104313646192
"chr18"	8250000	"chr18"	8450000	0.3205744841754
"chr18"	8250000	"chr18"	8500000	0.620122845019639
"chr18"	8250000	"chr18"	8550000	0.471972985866682
"chr18"	8250000	"chr18"	8600000	0.870261057084715
"chr18"	8250000	"chr18"	8650000	0.957230624423784
"chr18"	8250000	"chr18"	8700000	0.860504789023579
"chr18"	8250000	"chr18"	8750000	0.701568971178443
"chr18"	8250000	"chr18"	8800000	0.859756639839226
"chr18"	8250000	"chr18"	8850000	0.940299402666171
"chr18"	8300000	"chr18"	8350000	0.130473312712129
"chr18"	8300000	"chr18"	8400000	0.153240494070392
"chr18"	8300000	"chr18"	8450000	0.0985971689786046
"chr18"	8300000	"chr18"	8500000	0.207796343696945
"chr18"	8300000	"chr18"	8550000	0.267463976837633
"chr18"	8300000	"chr18"	8600000	0.446155950498167
"chr18"	8300000	"chr18"	8650000	0.567846627029483
"chr18"	8300000	"chr18"	8700000	0.55118156046233
"chr18"	8300000	"chr18"	8750000	0.775949364078922
"chr18"	8300000	"chr18"	8800000	0.623716248793336
"chr18"	8300000	"chr18"	8850000	0.644461624102829
"chr18"	8300000	"chr18"	8900000	0.566704675276658
"chr18"	8350000	"chr18"	8400000	0.364294105838471
"chr18"	8350000	"chr18"	8450000	0.323901263349434
"chr18"	8350000	"chr18"	8500000	0.395497743636033
"chr18"	8350000	"chr18"	8550000	0.510614793361496
"chr18"	8350000	"chr18"	8600000	0.751541653384703
"chr18"	8350000	"chr18"	8650000	0.678355762315821
"chr18"	8350000	"chr18"	8700000	0.619801094098595
"chr18"	8350000	"chr18"	8750000	0.76802436401235
"chr18"	8350000	"chr18"	8800000	0.648358536356329
"chr18"	8350000	"chr18"	8850000	0.554253833709212
"chr18"	8350000	"chr18"	8900000	0.840411785538754
"chr18"	8350000	"chr18"	8950000	0.262140716239003
"chr18"	8400000	"chr18"	8450000	0.257853333814891
"chr18"	8400000	"chr18"	8500000	0.735216390080436
"chr18"	8400000	"chr18"	8550000	0.633627377392274
"chr18"	8400000	"chr18"	8600000	0.784011196923563
"chr18"	8400000	"chr18"	8650000	0.786763911333491
"chr18"	8400000	"chr18"	8700000	0.929917987555332
"chr18"	8400000	"chr18"	8750000	0.900470599671917
"chr18"	8400000	"chr18"	8800000	0.841382282647612
"chr18"	8400000	"chr18"	8850000	0.764511627760442
"chr18"	8400000	"chr18"	8900000	0.731177932449343
"chr18"	8400000	"chr18"	8950000	0.382730876447042
"chr18"	8400000	"chr18"	9000000	0.0221755293899142
"chr18"	8450000	"chr18"	8500000	0.311975779670834
"chr18"	8450000	"chr18"	8550000	0.64331711306973
"chr18"	8450000	"chr18"	8600000	0.760864549740727
"chr18"	8450000	"chr18"	8650000	0.885406995669179
"chr18"	8450000	"chr18"	8700000	0.987369368782734
"chr18"	8450000	"chr18"	8750000	0.982165368424861
"chr18"	8450000	"chr18"	8800000	0.900252502506183
"chr18"	8450000	"chr18"	8850000	0.893661484472678
"chr18"	8450000	"chr18"	8900000	0.687288280209608
"chr18"	8450000	"chr18"	8950000	0.023132168996039
"chr18"	8450000	"chr18"	9000000	0.400639901968517
"chr18"	8450000	"chr18"	9050000	0.446139024455525
"chr18"	8500000	"chr18"	8550000	0.37796543998873
"chr18"	8500000	"chr18"	8600000	0.819850481995705
"chr18"	8500000	"chr18"	8650000	0.938503434523741
"chr18"	8500000	"chr18"	8700000	0.798725605788997
"chr18"	8500000	"chr18"	8750000	0.504453070506487
"chr18"	8500000	"chr18"	8800000	0.797148117798262
"chr18"	8500000	"chr18"	8850000	0.932741175323221
"chr18"	8500000	"chr18"	8900000	0.723991273736671
"chr18"	8500000	"chr18"	8950000	0.48322220865414
"chr18"	8500000	"chr18"	9000000	0.385927735868868
"chr18"	8500000	"chr18"	9050000	0.606513602097338
"chr18"	8500000	"chr18"	9100000	0.759386353923259
"chr18"	8550000	"chr18"	8600000	0.854748371032143
"chr18"	8550000	"chr18"	8650000	0.929769693742658
"chr18"	8550000	"chr18"	8700000	0.800668874406938
"chr18"	8550000	"chr18"	8750000	0.820903905733978
"chr18"	8550000	"chr18"	8800000	0.967006656779112
"chr18"	8550000	"chr18"	8850000	0.709554479943908
"chr18"	8550000	"chr18"	8900000	0.879992867980074
"chr18"	8550000	"chr18"	8950000	0.288191952660894
"chr18"	8550000	"chr18"	9000000	0.228794099149071
"chr18"	8550000	"chr18"	9050000	0.40569129867458
"chr18"	8550000	"chr18"	9100000	0.537357717846249
"chr18"	8550000	"chr18"	9150000	0.261767824922845
"chr18"	8600000	"chr18"	8650000	0.561815009743762
"chr18"	8600000	"chr18"	8700000	0.5005314044434
"chr18"	8600000	"chr18"	8750000	0.290967109908522
"chr18"	8600000	"chr18"	8800000	0.510939871527201
"chr18"	8600000	"chr18"	8850000	0.317008746242481
"chr18"	8600000	"chr18"	8900000	0.356728745267043
"chr18"	8600000	"chr18"	8950000	0.000317603043643574
"chr18"	8600000	"chr18"	9000000	0.0141107412372931
"chr18"	8600000	"chr18"	9050000	0.00573203149382244
"chr18"	8600000	"chr18"	9100000	0.00899352258997804
"chr18"	8600000	"chr18"	9150000	0.4165714619598
"chr18"	8600000	"chr18"	9200000	0.0930671692640125
"chr18"	8650000	"chr18"	8700000	0.0936073972426502
"chr18"	8650000	"chr18"	8750000	0.0250544015029808
"chr18"	8650000	"chr18"	8800000	0.0613670089271272
"chr18"	8650000	"chr18"	8850000	0.0795323279324052
"chr18"	8650000	"chr18"	8900000	0.195994866313878
"chr18"	8650000	"chr18"	8950000	9.06076214849329e-07
"chr18"	8650000	"chr18"	9000000	0.000599009713013459
"chr18"	8650000	"chr18"	9050000	4.78437438931528e-05
"chr18"	8650000	"chr18"	9100000	8.68285396117759e-05
"chr18"	8650000	"chr18"	9150000	0.00821443576201193
"chr18"	8650000	"chr18"	9200000	0.0282190956013055
"chr18"	8650000	"chr18"	9250000	0.268408261909427
"chr18"	8700000	"chr18"	8750000	0.0106859788481157
"chr18"	8700000	"chr18"	8800000	0.0344630715502269
"chr18"	8700000	"chr18"	8850000	0.0666035744686956
"chr18"	8700000	"chr18"	8900000	0.0809079026063384
"chr18"	8700000	"chr18"	8950000	0.000100920954539415
"chr18"	8700000	"chr18"	9000000	0.001295321696031
"chr18"	8700000	"chr18"	9050000	0.0667120908741805
"chr18"	8700000	"chr18"	9100000	0.00694389761075599
"chr18"	8700000	"chr18"	9150000	0.0331058992117753
"chr18"	8700000	"chr18"	9200000	0.0731044003196178
"chr18"	8700000	"chr18"	9250000	0.16439576292758
"chr18"	8700000	"chr18"	9300000	0.0607567615583847
"chr18"	8750000	"chr18"	8800000	0.0241009029501087
"chr18"	8750000	"chr18"	8850000	0.0367120950151417
"chr18"	8750000	"chr18"	8900000	0.0614800830184404
"chr18"	8750000	"chr18"	8950000	1.78718395518882e-05
"chr18"	8750000	"chr18"	9000000	0.00465079501986505
"chr18"	8750000	"chr18"	9050000	0.0671332841681441
"chr18"	8750000	"chr18"	9100000	0.00244049237275162
"chr18"	8750000	"chr18"	9150000	0.201221975832082
"chr18"	8750000	"chr18"	9200000	0.0286463808435118
"chr18"	8750000	"chr18"	9250000	0.108653510264863
"chr18"	8750000	"chr18"	9300000	0.103746824671803
"chr18"	8750000	"chr18"	9350000	0.0481203353295838
"chr18"	8800000	"chr18"	8850000	0.0237436383448645
"chr18"	8800000	"chr18"	8900000	0.179458343990324
"chr18"	8800000	"chr18"	8950000	0.00103150477601265
"chr18"	8800000	"chr18"	9000000	0.0953403929930302
"chr18"	8800000	"chr18"	9050000	0.0842044106844815
"chr18"	8800000	"chr18"	9100000	0.0415993145203819
"chr18"	8800000	"chr18"	9150000	0.137689191790522
"chr18"	8800000	"chr18"	9200000	0.525461630343535
"chr18"	8800000	"chr18"	9250000	0.803568190126975
"chr18"	8800000	"chr18"	9300000	0.424384819236457
"chr18"	8800000	"chr18"	9350000	0.0476240184894815
"chr18"	8800000	"chr18"	9400000	0.30806781778268
"chr18"	8850000	"chr18"	8900000	0.282597727515332
"chr18"	8850000	"chr18"	8950000	0.0208528995131985
"chr18"	8850000	"chr18"	9000000	0.150873859384596
"chr18"	8850000	"chr18"	9050000	0.486665505050166
"chr18"	8850000	"chr18"	9100000	0.22745905113615
"chr18"	8850000	"chr18"	9150000	0.226418911925747
"chr18"	8850000	"chr18"	9200000	0.137151704979128
"chr18"	8850000	"chr18"	9250000	0.622352977024064
"chr18"	8850000	"chr18"	9300000	0.383432576365468
"chr18"	8850000	"chr18"	9350000	0.263447234439213
"chr18"	8850000	"chr18"	9400000	0.242763767253426
"chr18"	8850000	"chr18"	9450000	0.299990633857866
"chr18"	8900000	"chr18"	8950000	0.180569025973562
"chr18"	8900000	"chr18"	9000000	0.587882457151517
"chr18"	8900000	"chr18"	9050000	0.631617796451424
"chr18"	8900000	"chr18"	9100000	0.839952152076888
"chr18"	8900000	"chr18"	9150000	0.638761486949128
"chr18"	8900000	"chr18"	9200000	0.81655244137253
"chr18"	8900000	"chr18"	9250000	0.642214806543206
"chr18"	8900000	"chr18"	9300000	0.76201168985796
"chr18"	8900000	"chr18"	9350000	0.447980452874391
"chr18"	8900000	"chr18"	9400000	0.534778087648113
"chr18"	8900000	"chr18"	9450000	0.348804339534901
"chr18"	8900000	"chr18"	9500000	0.219741445688357
"chr18"	8950000	"chr18"	9000000	0.0350403512871988
"chr18"	8950000	"chr18"	9050000	0.124482425959066
"chr18"	8950000	"chr18"	9100000	0.0606792816680841
"chr18"	8950000	"chr18"	9150000	0.0909165333324936
"chr18"	8950000	"chr18"	9200000	0.214336185065809
"chr18"	8950000	"chr18"	9250000	0.292952679015133
"chr18"	8950000	"chr18"	9300000	0.425523987633959
"chr18"	8950000	"chr18"	9350000	0.0438485807486755
"chr18"	8950000	"chr18"	9400000	0.0973020733306924
"chr18"	8950000	"chr18"	9450000	0.210784655407144
"chr18"	8950000	"chr18"	9500000	0.0810272362015231
"chr18"	8950000	"chr18"	9550000	0.709771585104271
"chr18"	9000000	"chr18"	9050000	0.403217018370124
"chr18"	9000000	"chr18"	9100000	0.278783490781309
"chr18"	9000000	"chr18"	9150000	0.208433917439939
"chr18"	9000000	"chr18"	9200000	0.0621361905481284
"chr18"	9000000	"chr18"	9250000	0.735025916769325
"chr18"	9000000	"chr18"	9300000	0.120501631720524
"chr18"	9000000	"chr18"	9350000	0.0645612466390111
"chr18"	9000000	"chr18"	9400000	0.0651522910980197
"chr18"	9000000	"chr18"	9450000	0.0868548351963556
"chr18"	9000000	"chr18"	9500000	0.00509991255824697
"chr18"	9000000	"chr18"	9550000	0.0334787076673665
"chr18"	9000000	"chr18"	9600000	0.374238281458827
"chr18"	9050000	"chr18"	9100000	0.00574547038161357
"chr18"	9050000	"chr18"	9150000	0.11569962116249
"chr18"	9050000	"chr18"	9200000	0.0181935450515525
"chr18"	9050000	"chr18"	9250000	0.278055045619916
"chr18"	9050000	"chr18"	9300000	0.266971166270532
"chr18"	9050000	"chr18"	9350000	0.0232661217911779
"chr18"	9050000	"chr18"	9400000	0.124760739348097
"chr18"	9050000	"chr18"	9450000	0.0242990900642167
"chr18"	9050000	"chr18"	9500000	0.102912983011308
"chr18"	9050000	"chr18"	9550000	0.00143972350985886
"chr18"	9050000	"chr18"	9600000	0.0460200209618022
"chr18"	9050000	"chr18"	9650000	0.110799734857584
"chr18"	9100000	"chr18"	9150000	0.364687008983419
"chr18"	9100000	"chr18"	9200000	0.153070943891273
"chr18"	9100000	"chr18"	9250000	0.392139648554107
"chr18"	9100000	"chr18"	9300000	0.0247175308442644
"chr18"	9100000	"chr18"	9350000	0.10358350149139
"chr18"	9100000	"chr18"	9400000	0.03230240646052
"chr18"	9100000	"chr18"	9450000	0.00532859422791029
"chr18"	9100000	"chr18"	9500000	0.00361276422800343
"chr18"	9100000	"chr18"	9550000	0.0571773039252062
"chr18"	9100000	"chr18"	9600000	0.00950767761408856
"chr18"	9100000	"chr18"	9650000	0.104522037812791
"chr18"	9100000	"chr18"	9700000	0.0311851374295178
"chr18"	9150000	"chr18"	9200000	0.0512832864885397
"chr18"	9150000	"chr18"	9250000	0.286549267657237
"chr18"	9150000	"chr18"	9300000	0.356833105086245
"chr18"	9150000	"chr18"	9350000	0.266969118362181
"chr18"	9150000	"chr18"	9400000	0.0514453204375077
"chr18"	9150000	"chr18"	9450000	0.0446646846094056
"chr18"	9150000	"chr18"	9500000	0.0504222582108834
"chr18"	9150000	"chr18"	9550000	0.114553178587348
"chr18"	9150000	"chr18"	9600000	0.131399097290455
"chr18"	9150000	"chr18"	9650000	0.174295035665609
"chr18"	9150000	"chr18"	9700000	0.150315271018696
"chr18"	9150000	"chr18"	9750000	0.545209218714406
"chr18"	9200000	"chr18"	9250000	0.140020675215271
"chr18"	9200000	"chr18"	9300000	0.229519564971992
"chr18"	9200000	"chr18"	9350000	0.0393752695819757
"chr18"	9200000	"chr18"	9400000	0.0267046103204187
