"chromosomeI"	"fragmentI"	"chromosomeJ"	"fragmentJ"	"pvalue"
"chr18"	5500000	"chr18"	5600000	0.899761671238344
"chr18"	5500000	"chr18"	5650000	0.769285934002756
"chr18"	5500000	"chr18"	5700000	0.764323309953984
"chr18"	5500000	"chr18"	5750000	0.556852789461387
"chr18"	5500000	"chr18"	5800000	0.656754064210347
"chr18"	5500000	"chr18"	5850000	0.791997769130039
"chr18"	5500000	"chr18"	5900000	0.82667797021732
"chr18"	5500000	"chr18"	5950000	0.409031002086561
"chr18"	5500000	"chr18"	6000000	0.286191738194361
"chr18"	5500000	"chr18"	6050000	0.78788649314976
"chr18"	5500000	"chr18"	6100000	0.362284160709854
"chr18"	5500000	"chr18"	6150000	0.410972840149443
"chr18"	5500000	"chr18"	6200000	0.256435385537624
"chr18"	5500000	"chr18"	6250000	0.322388309655746
"chr18"	5500000	"chr18"	6300000	0.595325208227586
"chr18"	5500000	"chr18"	6350000	0.469718139160179
"chr18"	5500000	"chr18"	6400000	0.0853560070933286
"chr18"	5500000	"chr18"	6450000	0.252373222114791
"chr18"	5500000	"chr18"	6500000	0.199069658556597
"chr18"	5550000	"chr18"	5600000	0.772505812530995
"chr18"	5550000	"chr18"	5650000	0.618920086846337
"chr18"	5550000	"chr18"	5700000	0.502349696230859
"chr18"	5550000	"chr18"	5750000	0.586822152511443
"chr18"	5550000	"chr18"	5800000	0.333241960526695
"chr18"	5550000	"chr18"	5850000	0.408281048955005
"chr18"	5550000	"chr18"	5900000	0.80121903808616
"chr18"	5550000	"chr18"	5950000	0.28458185253396
"chr18"	5550000	"chr18"	6000000	0.42868893047144
"chr18"	5550000	"chr18"	6050000	0.246458099607799
"chr18"	5550000	"chr18"	6100000	0.145015370847127
"chr18"	5550000	"chr18"	6150000	0.193638232090813
"chr18"	5550000	"chr18"	6200000	0.215142462054933
"chr18"	5550000	"chr18"	6250000	0.262659784901685
"chr18"	5550000	"chr18"	6300000	0.0877437126138937
"chr18"	5550000	"chr18"	6350000	0.195403074757076
"chr18"	5550000	"chr18"	6400000	0.258514165466822
"chr18"	5550000	"chr18"	6450000	0.420884584681691
"chr18"	5550000	"chr18"	6500000	0.0499517079526337
"chr18"	5550000	"chr18"	6550000	0.135767684400942
"chr18"	5600000	"chr18"	5650000	0.711733547807712
"chr18"	5600000	"chr18"	5700000	0.524654262050798
"chr18"	5600000	"chr18"	5750000	0.702669274832823
"chr18"	5600000	"chr18"	5800000	0.479640401437881
"chr18"	5600000	"chr18"	5850000	0.749520246436032
"chr18"	5600000	"chr18"	5900000	0.597606021847921
"chr18"	5600000	"chr18"	5950000	0.608036238625216
"chr18"	5600000	"chr18"	6000000	0.225553705869995
"chr18"	5600000	"chr18"	6050000	0.516358155656306
"chr18"	5600000	"chr18"	6100000	0.370505647152633
"chr18"	5600000	"chr18"	6150000	0.0406053576112248
"chr18"	5600000	"chr18"	6200000	0.137544173483239
"chr18"	5600000	"chr18"	6250000	0.355608531460364
"chr18"	5600000	"chr18"	6300000	0.027610848982012
"chr18"	5600000	"chr18"	6350000	0.568028873566892
"chr18"	5600000	"chr18"	6400000	0.255716414178524
"chr18"	5600000	"chr18"	6450000	0.611756977936173
"chr18"	5600000	"chr18"	6500000	0.14286686758101
"chr18"	5600000	"chr18"	6550000	0.132977344141393
"chr18"	5600000	"chr18"	6600000	0.626283036043379
"chr18"	5650000	"chr18"	5700000	0.724019964842764
"chr18"	5650000	"chr18"	5750000	0.62144008699701
"chr18"	5650000	"chr18"	5800000	0.743521732086865
"chr18"	5650000	"chr18"	5850000	0.8487463462617
"chr18"	5650000	"chr18"	5900000	0.852580303044927
"chr18"	5650000	"chr18"	5950000	0.891057897299619
"chr18"	5650000	"chr18"	6000000	0.945259860396497
"chr18"	5650000	"chr18"	6050000	0.676646685141638
"chr18"	5650000	"chr18"	6100000	0.556355720337034
"chr18"	5650000	"chr18"	6150000	0.651754184335488
"chr18"	5650000	"chr18"	6200000	0.336832246255494
"chr18"	5650000	"chr18"	6250000	0.262002358649866
"chr18"	5650000	"chr18"	6300000	0.81675249167655
"chr18"	5650000	"chr18"	6350000	0.147850498948169
"chr18"	5650000	"chr18"	6400000	0.261644473236726
"chr18"	5650000	"chr18"	6450000	0.0567439311546762
"chr18"	5650000	"chr18"	6500000	0.120275632136303
"chr18"	5650000	"chr18"	6550000	0.237735511370491
"chr18"	5650000	"chr18"	6600000	0.406930793063348
"chr18"	5650000	"chr18"	6650000	0.295931551912712
"chr18"	5700000	"chr18"	5750000	0.546307850786974
"chr18"	5700000	"chr18"	5800000	0.581539219341082
"chr18"	5700000	"chr18"	5850000	0.878625904930145
"chr18"	5700000	"chr18"	5900000	0.90781034990001
"chr18"	5700000	"chr18"	5950000	0.738756958095117
"chr18"	5700000	"chr18"	6000000	0.931335723514138
"chr18"	5700000	"chr18"	6050000	0.726466330412062
"chr18"	5700000	"chr18"	6100000	0.251579163377534
"chr18"	5700000	"chr18"	6150000	0.307522422710653
"chr18"	5700000	"chr18"	6200000	0.50762778432094
"chr18"	5700000	"chr18"	6250000	0.231347740897198
"chr18"	5700000	"chr18"	6300000	0.0439205567435242
"chr18"	5700000	"chr18"	6350000	0.212771585223586
"chr18"	5700000	"chr18"	6400000	0.126871106043722
"chr18"	5700000	"chr18"	6450000	0.176412785272023
"chr18"	5700000	"chr18"	6500000	0.251219816967983
"chr18"	5700000	"chr18"	6550000	0.159755628178332
"chr18"	5700000	"chr18"	6600000	0.43116916278455
"chr18"	5700000	"chr18"	6650000	0.284154142100524
"chr18"	5700000	"chr18"	6700000	0.589750986339848
"chr18"	5750000	"chr18"	5800000	0.639645663211511
"chr18"	5750000	"chr18"	5850000	0.82127363006834
"chr18"	5750000	"chr18"	5900000	0.854790393999432
"chr18"	5750000	"chr18"	5950000	0.616204016699248
"chr18"	5750000	"chr18"	6000000	0.362007417389194
"chr18"	5750000	"chr18"	6050000	0.404653613333612
"chr18"	5750000	"chr18"	6100000	0.298808364776359
"chr18"	5750000	"chr18"	6150000	0.414513891759076
"chr18"	5750000	"chr18"	6200000	0.532243533861261
"chr18"	5750000	"chr18"	6250000	0.0532594625983978
"chr18"	5750000	"chr18"	6300000	0.0358749326753787
"chr18"	5750000	"chr18"	6350000	0.0376137322449599
"chr18"	5750000	"chr18"	6400000	0.205167464706805
"chr18"	5750000	"chr18"	6450000	0.13095047536261
"chr18"	5750000	"chr18"	6500000	0.441495150061863
"chr18"	5750000	"chr18"	6550000	0.252027918646919
"chr18"	5750000	"chr18"	6600000	0.370361822766273
"chr18"	5750000	"chr18"	6650000	0.00910087584428073
"chr18"	5750000	"chr18"	6700000	0.280441467249845
"chr18"	5750000	"chr18"	6750000	0.540816432840827
"chr18"	5800000	"chr18"	5850000	0.84434525773575
"chr18"	5800000	"chr18"	5900000	0.893000552909462
"chr18"	5800000	"chr18"	5950000	0.576210491971108
"chr18"	5800000	"chr18"	6000000	0.821328228924932
"chr18"	5800000	"chr18"	6050000	0.212973359823276
"chr18"	5800000	"chr18"	6100000	0.577533945919395
"chr18"	5800000	"chr18"	6150000	0.0178722280893491
"chr18"	5800000	"chr18"	6200000	0.024064363295455
"chr18"	5800000	"chr18"	6250000	0.104531793070088
"chr18"	5800000	"chr18"	6300000	0.0404661332214701
"chr18"	5800000	"chr18"	6350000	0.081127720570281
"chr18"	5800000	"chr18"	6400000	0.0667236459341986
"chr18"	5800000	"chr18"	6450000	0.1372073114478
"chr18"	5800000	"chr18"	6500000	0.086773815994266
"chr18"	5800000	"chr18"	6550000	0.139770505417775
"chr18"	5800000	"chr18"	6600000	0.138361657676087
"chr18"	5800000	"chr18"	6650000	0.101822108031461
"chr18"	5800000	"chr18"	6700000	0.304901502929246
"chr18"	5800000	"chr18"	6750000	0.566075147182946
"chr18"	5800000	"chr18"	6800000	0.0341531429423346
"chr18"	5850000	"chr18"	5900000	0.62795994474119
"chr18"	5850000	"chr18"	5950000	0.529815003202671
"chr18"	5850000	"chr18"	6000000	0.458431859866625
"chr18"	5850000	"chr18"	6050000	0.111172298936416
"chr18"	5850000	"chr18"	6100000	0.0317809552659498
"chr18"	5850000	"chr18"	6150000	0.0104357098122556
"chr18"	5850000	"chr18"	6200000	0.00121127226983406
"chr18"	5850000	"chr18"	6250000	0.0647019587948857
"chr18"	5850000	"chr18"	6300000	0.0131165377138947
"chr18"	5850000	"chr18"	6350000	0.0794863682960108
"chr18"	5850000	"chr18"	6400000	0.0127648195189151
"chr18"	5850000	"chr18"	6450000	0.0866750142694298
"chr18"	5850000	"chr18"	6500000	0.0454143444957715
"chr18"	5850000	"chr18"	6550000	0.256869089120017
"chr18"	5850000	"chr18"	6600000	0.0847804051814021
"chr18"	5850000	"chr18"	6650000	0.0756696607916141
"chr18"	5850000	"chr18"	6700000	0.0546325942707502
"chr18"	5850000	"chr18"	6750000	0.231075222674281
"chr18"	5850000	"chr18"	6800000	0.0886804073299065
"chr18"	5850000	"chr18"	6850000	0.0111332737711602
"chr18"	5900000	"chr18"	5950000	0.197865272836994
"chr18"	5900000	"chr18"	6000000	0.429688866532454
"chr18"	5900000	"chr18"	6050000	0.216150226689363
"chr18"	5900000	"chr18"	6100000	0.0107636229730465
"chr18"	5900000	"chr18"	6150000	0.0718094584805059
"chr18"	5900000	"chr18"	6200000	0.0670919905457062
"chr18"	5900000	"chr18"	6250000	0.202298432509962
"chr18"	5900000	"chr18"	6300000	0.301665461955026
"chr18"	5900000	"chr18"	6350000	0.240138466395603
"chr18"	5900000	"chr18"	6400000	0.218444469460206
"chr18"	5900000	"chr18"	6450000	0.414529516325883
"chr18"	5900000	"chr18"	6500000	0.0427633322035542
"chr18"	5900000	"chr18"	6550000	0.187215947916087
"chr18"	5900000	"chr18"	6600000	0.291903759065962
"chr18"	5900000	"chr18"	6650000	0.128782421601556
"chr18"	5900000	"chr18"	6700000	0.0162098905924863
"chr18"	5900000	"chr18"	6750000	0.268585049342879
"chr18"	5900000	"chr18"	6800000	0.155033935049265
"chr18"	5900000	"chr18"	6850000	0.0115670986522712
"chr18"	5900000	"chr18"	6900000	0.0948612875471858
"chr18"	5950000	"chr18"	6000000	0.102453586930192
"chr18"	5950000	"chr18"	6050000	0.280021155387401
"chr18"	5950000	"chr18"	6100000	0.09978687144848
"chr18"	5950000	"chr18"	6150000	0.154685344474649
"chr18"	5950000	"chr18"	6200000	0.00450886214514116
"chr18"	5950000	"chr18"	6250000	0.0166048159544495
"chr18"	5950000	"chr18"	6300000	0.114528009139025
"chr18"	5950000	"chr18"	6350000	0.0683400437067677
"chr18"	5950000	"chr18"	6400000	0.037551074486389
"chr18"	5950000	"chr18"	6450000	0.0466635398114744
"chr18"	5950000	"chr18"	6500000	0.100478640527338
"chr18"	5950000	"chr18"	6550000	0.617717755524654
"chr18"	5950000	"chr18"	6600000	0.0466028321888465
"chr18"	5950000	"chr18"	6650000	0.302162073920151
"chr18"	5950000	"chr18"	6700000	0.166671059203164
"chr18"	5950000	"chr18"	6750000	0.259147072778745
"chr18"	5950000	"chr18"	6800000	0.854932070626054
"chr18"	5950000	"chr18"	6850000	0.0119316167203866
"chr18"	5950000	"chr18"	6900000	0.654017471261226
"chr18"	5950000	"chr18"	6950000	0.357372977331781
"chr18"	6000000	"chr18"	6050000	0.71995247004864
"chr18"	6000000	"chr18"	6100000	0.347973092740916
"chr18"	6000000	"chr18"	6150000	0.630302936126225
"chr18"	6000000	"chr18"	6200000	0.250153523617162
"chr18"	6000000	"chr18"	6250000	0.584401049696052
"chr18"	6000000	"chr18"	6300000	0.29614540993117
"chr18"	6000000	"chr18"	6350000	0.571433781380604
"chr18"	6000000	"chr18"	6400000	0.613419114635011
"chr18"	6000000	"chr18"	6450000	0.28365979453321
"chr18"	6000000	"chr18"	6500000	0.297198104891749
"chr18"	6000000	"chr18"	6550000	0.50200182252136
"chr18"	6000000	"chr18"	6600000	0.53299428587034
"chr18"	6000000	"chr18"	6650000	0.515446274607855
"chr18"	6000000	"chr18"	6700000	0.438744739247328
"chr18"	6000000	"chr18"	6750000	0.38112380835878
"chr18"	6000000	"chr18"	6800000	0.281701781483751
"chr18"	6000000	"chr18"	6850000	0.0626864615403896
"chr18"	6000000	"chr18"	6900000	0.348261174226142
"chr18"	6000000	"chr18"	6950000	0.127751576843924
"chr18"	6000000	"chr18"	7000000	0.484484059475606
"chr18"	6050000	"chr18"	6100000	0.213789822101641
"chr18"	6050000	"chr18"	6150000	0.552130243017266
"chr18"	6050000	"chr18"	6200000	0.254049736192957
"chr18"	6050000	"chr18"	6250000	0.412502736508462
"chr18"	6050000	"chr18"	6300000	0.448025328049711
"chr18"	6050000	"chr18"	6350000	0.620116000703882
"chr18"	6050000	"chr18"	6400000	0.245939157292074
"chr18"	6050000	"chr18"	6450000	0.170537280480991
"chr18"	6050000	"chr18"	6500000	0.107389006897104
"chr18"	6050000	"chr18"	6550000	0.498229310130406
"chr18"	6050000	"chr18"	6600000	0.237068420046648
"chr18"	6050000	"chr18"	6650000	0.776789649531461
"chr18"	6050000	"chr18"	6700000	0.307082915043306
"chr18"	6050000	"chr18"	6750000	0.0653659821619812
"chr18"	6050000	"chr18"	6800000	0.0828740769992908
"chr18"	6050000	"chr18"	6850000	0.129831921822199
"chr18"	6050000	"chr18"	6900000	0.444148214530311
"chr18"	6050000	"chr18"	6950000	0.361475971018648
"chr18"	6050000	"chr18"	7000000	0.475922822827286
"chr18"	6050000	"chr18"	7050000	0.262760089594996
"chr18"	6100000	"chr18"	6150000	0.367899363222147
"chr18"	6100000	"chr18"	6200000	0.363652173615104
"chr18"	6100000	"chr18"	6250000	0.181138515297387
"chr18"	6100000	"chr18"	6300000	0.109141218838184
"chr18"	6100000	"chr18"	6350000	0.0891860603588701
"chr18"	6100000	"chr18"	6400000	0.0616884198338496
"chr18"	6100000	"chr18"	6450000	0.0633411323443525
"chr18"	6100000	"chr18"	6500000	0.132198621180151
"chr18"	6100000	"chr18"	6550000	0.116612557195281
"chr18"	6100000	"chr18"	6600000	0.0800535664105399
"chr18"	6100000	"chr18"	6650000	0.179955084779948
"chr18"	6100000	"chr18"	6700000	0.0643895760142751
"chr18"	6100000	"chr18"	6750000	0.0879737805519652
"chr18"	6100000	"chr18"	6800000	0.0859748409625568
"chr18"	6100000	"chr18"	6850000	0.1790462187105
"chr18"	6100000	"chr18"	6900000	0.0443253283313793
"chr18"	6100000	"chr18"	6950000	0.238193888235706
"chr18"	6100000	"chr18"	7000000	0.071880843567653
"chr18"	6100000	"chr18"	7050000	0.0583468209955067
"chr18"	6100000	"chr18"	7100000	0.118788954080365
"chr18"	6150000	"chr18"	6200000	0.708300925399998
"chr18"	6150000	"chr18"	6250000	0.691740386965599
"chr18"	6150000	"chr18"	6300000	0.607804203601631
"chr18"	6150000	"chr18"	6350000	0.598540244541525
"chr18"	6150000	"chr18"	6400000	0.446881902351988
"chr18"	6150000	"chr18"	6450000	0.404213769444969
"chr18"	6150000	"chr18"	6500000	0.375637090791159
"chr18"	6150000	"chr18"	6550000	0.346259945321858
"chr18"	6150000	"chr18"	6600000	0.429885748787792
"chr18"	6150000	"chr18"	6650000	0.391908955005832
"chr18"	6150000	"chr18"	6700000	0.306146359884459
"chr18"	6150000	"chr18"	6750000	0.476429341551885
"chr18"	6150000	"chr18"	6800000	0.421656766090959
"chr18"	6150000	"chr18"	6850000	0.245340529089449
"chr18"	6150000	"chr18"	6900000	0.108902212683335
"chr18"	6150000	"chr18"	6950000	0.396722743892004
"chr18"	6150000	"chr18"	7000000	0.547643849365167
"chr18"	6150000	"chr18"	7050000	0.9003104765601
"chr18"	6150000	"chr18"	7100000	0.841104651898587
"chr18"	6150000	"chr18"	7150000	0.192603594005827
"chr18"	6200000	"chr18"	6250000	0.684870380077293
"chr18"	6200000	"chr18"	6300000	0.868434248653847
"chr18"	6200000	"chr18"	6350000	0.568103617817363
"chr18"	6200000	"chr18"	6400000	0.322164168751151
"chr18"	6200000	"chr18"	6450000	0.350550846319841
"chr18"	6200000	"chr18"	6500000	0.218689747862222
"chr18"	6200000	"chr18"	6550000	0.632987332683102
"chr18"	6200000	"chr18"	6600000	0.349330772225094
"chr18"	6200000	"chr18"	6650000	0.384607583895496
"chr18"	6200000	"chr18"	6700000	0.473464042007115
"chr18"	6200000	"chr18"	6750000	0.401463975500297
"chr18"	6200000	"chr18"	6800000	0.351004207848798
"chr18"	6200000	"chr18"	6850000	0.34500261129
"chr18"	6200000	"chr18"	6900000	0.232261070389981
"chr18"	6200000	"chr18"	6950000	0.381851162668455
"chr18"	6200000	"chr18"	7000000	0.265930739206471
"chr18"	6200000	"chr18"	7050000	0.482717914474531
"chr18"	6200000	"chr18"	7100000	0.49479274733943
"chr18"	6200000	"chr18"	7150000	0.502023795329428
"chr18"	6200000	"chr18"	7200000	0.353032238534117
"chr18"	6250000	"chr18"	6300000	0.398612670353696
"chr18"	6250000	"chr18"	6350000	0.598436222146462
"chr18"	6250000	"chr18"	6400000	0.32897585974826
"chr18"	6250000	"chr18"	6450000	0.640377826377118
"chr18"	6250000	"chr18"	6500000	0.373836965916719
"chr18"	6250000	"chr18"	6550000	0.350940188826238
"chr18"	6250000	"chr18"	6600000	0.355560100891069
"chr18"	6250000	"chr18"	6650000	0.0552569542935763
"chr18"	6250000	"chr18"	6700000	0.434513799558436
"chr18"	6250000	"chr18"	6750000	0.301709230438241
"chr18"	6250000	"chr18"	6800000	0.0895796060394686
"chr18"	6250000	"chr18"	6850000	0.093037960925664
"chr18"	6250000	"chr18"	6900000	0.287748203351166
"chr18"	6250000	"chr18"	6950000	0.639948508079277
"chr18"	6250000	"chr18"	7000000	0.317251339678787
"chr18"	6250000	"chr18"	7050000	0.354859895419833
"chr18"	6250000	"chr18"	7100000	0.41626929191999
"chr18"	6250000	"chr18"	7150000	0.589505495977888
"chr18"	6250000	"chr18"	7200000	0.218110335363718
"chr18"	6250000	"chr18"	7250000	0.570154764700732
"chr18"	6300000	"chr18"	6350000	0.754436863361525
"chr18"	6300000	"chr18"	6400000	0.644760760898145
"chr18"	6300000	"chr18"	6450000	0.714364013673688
"chr18"	6300000	"chr18"	6500000	0.686400268094993
"chr18"	6300000	"chr18"	6550000	0.495970968608032
"chr18"	6300000	"chr18"	6600000	0.774082779400773
"chr18"	6300000	"chr18"	6650000	0.0940554561657309
"chr18"	6300000	"chr18"	6700000	0.543669013102106
"chr18"	6300000	"chr18"	6750000	0.682762029320533
"chr18"	6300000	"chr18"	6800000	0.343829769891715
"chr18"	6300000	"chr18"	6850000	0.0528803118495795
"chr18"	6300000	"chr18"	6900000	0.474601061733153
"chr18"	6300000	"chr18"	6950000	0.477368754066928
"chr18"	6300000	"chr18"	7000000	0.114715727647307
"chr18"	6300000	"chr18"	7050000	0.627695713844946
"chr18"	6300000	"chr18"	7100000	0.699111524879316
"chr18"	6300000	"chr18"	7150000	0.611323705155773
"chr18"	6300000	"chr18"	7200000	0.973341946534844
"chr18"	6300000	"chr18"	7250000	0.879905415901288
"chr18"	6300000	"chr18"	7300000	0.909422550228826
"chr18"	6350000	"chr18"	6400000	0.646667223794572
"chr18"	6350000	"chr18"	6450000	0.633017095665395
"chr18"	6350000	"chr18"	6500000	0.65081256324405
"chr18"	6350000	"chr18"	6550000	0.850290242298391
"chr18"	6350000	"chr18"	6600000	0.884442812491172
"chr18"	6350000	"chr18"	6650000	0.40910961948029
"chr18"	6350000	"chr18"	6700000	0.613432634083543
"chr18"	6350000	"chr18"	6750000	0.790162710660317
"chr18"	6350000	"chr18"	6800000	0.306536603800814
"chr18"	6350000	"chr18"	6850000	0.351521988264389
"chr18"	6350000	"chr18"	6900000	0.174208463953961
"chr18"	6350000	"chr18"	6950000	0.47242757820693
"chr18"	6350000	"chr18"	7000000	0.897855558444945
"chr18"	6350000	"chr18"	7050000	0.779559658222431
"chr18"	6350000	"chr18"	7100000	0.532920341126486
"chr18"	6350000	"chr18"	7150000	0.696253990130685
"chr18"	6350000	"chr18"	7200000	0.656826318028414
"chr18"	6350000	"chr18"	7250000	0.868532975832663
"chr18"	6350000	"chr18"	7300000	0.402971235029524
"chr18"	6350000	"chr18"	7350000	0.586473839489762
"chr18"	6400000	"chr18"	6450000	0.745123783778077
"chr18"	6400000	"chr18"	6500000	0.830610587300014
"chr18"	6400000	"chr18"	6550000	0.711450159939065
"chr18"	6400000	"chr18"	6600000	0.695826885553346
"chr18"	6400000	"chr18"	6650000	0.193258280812999
"chr18"	6400000	"chr18"	6700000	0.777569503213161
"chr18"	6400000	"chr18"	6750000	0.592665086086306
"chr18"	6400000	"chr18"	6800000	0.18940878521616
"chr18"	6400000	"chr18"	6850000	0.0229469084961033
"chr18"	6400000	"chr18"	6900000	0.0756721689968406
"chr18"	6400000	"chr18"	6950000	0.324696635359624
"chr18"	6400000	"chr18"	7000000	0.183822975713113
"chr18"	6400000	"chr18"	7050000	0.520765230385179
"chr18"	6400000	"chr18"	7100000	0.727158057927536
"chr18"	6400000	"chr18"	7150000	0.472478177436407
"chr18"	6400000	"chr18"	7200000	0.391239660495142
"chr18"	6400000	"chr18"	7250000	0.542898773324344
"chr18"	6400000	"chr18"	7300000	0.629214574853125
"chr18"	6400000	"chr18"	7350000	0.577539854387976
"chr18"	6400000	"chr18"	7400000	0.825320486845402
"chr18"	6450000	"chr18"	6500000	0.912910889803267
"chr18"	6450000	"chr18"	6550000	0.77582402719588
"chr18"	6450000	"chr18"	6600000	0.706490305608507
"chr18"	6450000	"chr18"	6650000	0.667811557611586
"chr18"	6450000	"chr18"	6700000	0.573222512402036
"chr18"	6450000	"chr18"	6750000	0.563982912446259
"chr18"	6450000	"chr18"	6800000	0.60126117369769
"chr18"	6450000	"chr18"	6850000	0.128593679612851
"chr18"	6450000	"chr18"	6900000	0.502041978936188
"chr18"	6450000	"chr18"	6950000	0.487276713999328
"chr18"	6450000	"chr18"	7000000	0.536802580710107
"chr18"	6450000	"chr18"	7050000	0.280336596549205
"chr18"	6450000	"chr18"	7100000	0.519969928444712
"chr18"	6450000	"chr18"	7150000	0.816502239164667
"chr18"	6450000	"chr18"	7200000	0.617382186217527
"chr18"	6450000	"chr18"	7250000	0.544424057038929
"chr18"	6450000	"chr18"	7300000	0.627873009402558
"chr18"	6450000	"chr18"	7350000	0.526465148698612
"chr18"	6450000	"chr18"	7400000	0.408772675236656
"chr18"	6450000	"chr18"	7450000	0.405401507880443
"chr18"	6500000	"chr18"	6550000	0.573380351567668
"chr18"	6500000	"chr18"	6600000	0.481091827623147
"chr18"	6500000	"chr18"	6650000	0.500646620993733
"chr18"	6500000	"chr18"	6700000	0.301448845808433
"chr18"	6500000	"chr18"	6750000	0.300570754996043
"chr18"	6500000	"chr18"	6800000	0.130611807310926
"chr18"	6500000	"chr18"	6850000	0.00702219605189892
"chr18"	6500000	"chr18"	6900000	0.0235715262783589
"chr18"	6500000	"chr18"	6950000	0.0327867429128635
"chr18"	6500000	"chr18"	7000000	0.259898135243315
"chr18"	6500000	"chr18"	7050000	0.573007938237421
"chr18"	6500000	"chr18"	7100000	0.510866344104871
"chr18"	6500000	"chr18"	7150000	0.304208212810411
"chr18"	6500000	"chr18"	7200000	0.469433640491613
"chr18"	6500000	"chr18"	7250000	0.469011223522939
"chr18"	6500000	"chr18"	7300000	0.56623308270795
"chr18"	6500000	"chr18"	7350000	0.301656687646698
"chr18"	6500000	"chr18"	7400000	0.922844637376616
"chr18"	6500000	"chr18"	7450000	0.342982377966198
"chr18"	6500000	"chr18"	7500000	0.550495688620349
"chr18"	6550000	"chr18"	6600000	0.384330114714575
"chr18"	6550000	"chr18"	6650000	0.218449677754092
"chr18"	6550000	"chr18"	6700000	0.366438021964502
"chr18"	6550000	"chr18"	6750000	0.437754260162772
"chr18"	6550000	"chr18"	6800000	0.14798246796973
"chr18"	6550000	"chr18"	6850000	0.0095778377880559
"chr18"	6550000	"chr18"	6900000	0.074581285109329
"chr18"	6550000	"chr18"	6950000	0.378113535383129
"chr18"	6550000	"chr18"	7000000	0.154504196874289
"chr18"	6550000	"chr18"	7050000	0.790551154485792
"chr18"	6550000	"chr18"	7100000	0.969167105676514
"chr18"	6550000	"chr18"	7150000	0.380309250270689
"chr18"	6550000	"chr18"	7200000	0.0440565120184732
"chr18"	6550000	"chr18"	7250000	0.267569517383684
"chr18"	6550000	"chr18"	7300000	0.814022577111441
"chr18"	6550000	"chr18"	7350000	0.718477250249604
"chr18"	6550000	"chr18"	7400000	0.95245011126132
"chr18"	6550000	"chr18"	7450000	0.271179165525406
"chr18"	6550000	"chr18"	7500000	0.286678754393494
"chr18"	6550000	"chr18"	7550000	0.561541462602477
"chr18"	6600000	"chr18"	6650000	0.356947418753293
"chr18"	6600000	"chr18"	6700000	0.381012186928151
"chr18"	6600000	"chr18"	6750000	0.314010467191749
"chr18"	6600000	"chr18"	6800000	0.0411534854107167
"chr18"	6600000	"chr18"	6850000	0.0146635797319022
"chr18"	6600000	"chr18"	6900000	0.169667284984604
"chr18"	6600000	"chr18"	6950000	0.327469342267187
"chr18"	6600000	"chr18"	7000000	0.158140371228446
"chr18"	6600000	"chr18"	7050000	0.311671210744834
"chr18"	6600000	"chr18"	7100000	0.241502211197125
"chr18"	6600000	"chr18"	7150000	0.225085371985274
"chr18"	6600000	"chr18"	7200000	0.756854305386447
"chr18"	6600000	"chr18"	7250000	0.897184631286994
"chr18"	6600000	"chr18"	7300000	0.963031408452373
"chr18"	6600000	"chr18"	7350000	0.438500065160133
"chr18"	6600000	"chr18"	7400000	0.766060932260399
"chr18"	6600000	"chr18"	7450000	0.536340964905179
"chr18"	6600000	"chr18"	7500000	0.279752194248053
"chr18"	6600000	"chr18"	7550000	0.342202582275732
"chr18"	6600000	"chr18"	7600000	0.43605403515601
"chr18"	6650000	"chr18"	6700000	0.33273500896349
"chr18"	6650000	"chr18"	6750000	0.252946927851806
"chr18"	6650000	"chr18"	6800000	0.184520744509964
"chr18"	6650000	"chr18"	6850000	0.00752085689258434
"chr18"	6650000	"chr18"	6900000	0.335492528718806
"chr18"	6650000	"chr18"	6950000	0.351224046061937
"chr18"	6650000	"chr18"	7000000	0.679754251013016
"chr18"	6650000	"chr18"	7050000	0.568831438384653
"chr18"	6650000	"chr18"	7100000	0.509329731236181
"chr18"	6650000	"chr18"	7150000	0.136528483979384
"chr18"	6650000	"chr18"	7200000	0.381223270650232
"chr18"	6650000	"chr18"	7250000	0.887956852405011
"chr18"	6650000	"chr18"	7300000	0.619883148939734
"chr18"	6650000	"chr18"	7350000	0.888766372033864
"chr18"	6650000	"chr18"	7400000	0.102821836438148
"chr18"	6650000	"chr18"	7450000	0.744839299214076
"chr18"	6650000	"chr18"	7500000	0.12889137838564
"chr18"	6650000	"chr18"	7550000	0.778783197425858
"chr18"	6650000	"chr18"	7600000	0.829187650702905
"chr18"	6650000	"chr18"	7650000	0.466453307371413
"chr18"	6700000	"chr18"	6750000	0.2216847535717
"chr18"	6700000	"chr18"	6800000	0.465719969344424
"chr18"	6700000	"chr18"	6850000	0.0905091157233165
"chr18"	6700000	"chr18"	6900000	0.707326360484428
"chr18"	6700000	"chr18"	6950000	0.764419456060709
"chr18"	6700000	"chr18"	7000000	0.415492470812064
"chr18"	6700000	"chr18"	7050000	0.678752945792109
"chr18"	6700000	"chr18"	7100000	0.286888860519344
"chr18"	6700000	"chr18"	7150000	0.836662981798389
"chr18"	6700000	"chr18"	7200000	0.804287443414588
"chr18"	6700000	"chr18"	7250000	0.520874904965167
"chr18"	6700000	"chr18"	7300000	0.87440403679342
"chr18"	6700000	"chr18"	7350000	0.836128036251371
"chr18"	6700000	"chr18"	7400000	0.752484601747839
"chr18"	6700000	"chr18"	7450000	0.714398697860002
"chr18"	6700000	"chr18"	7500000	0.224230057333566
"chr18"	6700000	"chr18"	7550000	0.760861577994257
